id_assegnazione,id_sinistro,id_perito,data_assegnazione,data_sopralluogo,compenso_perito
1114,1240,62,2025-03-03,2025-03-12,102.25
1115,1241,25,2024-03-12,2024-03-19,309.89
1116,1242,145,2024-12-08,2024-12-14,375.39
1117,1243,122,2025-07-18,2025-07-23,131.19
1118,1244,15,2024-10-09,2024-10-15,292.64
1119,1245,49,2024-09-15,2024-09-22,217.86
1120,1246,64,2024-03-01,2024-03-03,279.12
1121,1247,69,2024-07-13,2024-07-14,262.01
1122,1248,39,2026-07-01,2026-07-09,323.69
1123,1249,28,2025-04-03,2025-04-12,321.03
1124,1250,13,2026-01-20,2026-01-25,268.49
1125,1252,5,2026-07-09,2026-07-11,426.17
1126,1253,77,2024-11-23,2024-12-01,262.23
1127,1254,174,2024-07-15,2024-07-22,194.28
1128,1255,217,2024-04-04,2024-04-14,371.84
1129,1256,5,2026-03-07,2026-03-17,87.59
1130,1257,196,2026-05-21,2026-05-24,127.05
1131,1258,129,2024-11-27,2024-11-28,388.68
1132,1259,19,2024-05-17,2024-05-23,
1133,1260,170,2023-05-10,2023-05-15,134.82
1134,1262,153,2025-03-30,2025-04-05,166.83
1135,1263,136,2025-05-19,2025-05-24,336.46
1136,1264,15,2024-05-17,2024-05-25,384.59
1137,1265,114,2025-04-06,2025-04-07,189.58
1138,1266,46,2024-11-03,2024-11-06,169.38
1139,1267,196,2025-12-29,2026-01-05,138.21
1140,1268,141,2026-08-17,2026-08-22,383.12
1141,1270,68,2025-05-26,2025-05-27,129.84
1142,1271,144,2024-09-05,2024-09-07,361.34
1143,1272,66,2026-06-19,2026-06-23,351.06
1144,1273,76,2025-04-29,2025-05-08,406.26
1145,1274,72,2025-09-01,2025-09-10,273.21
1146,1275,5,2024-07-24,2024-07-31,385.78
1147,1276,212,2026-04-22,2026-04-28,345.73
1148,1277,93,2026-08-29,2026-08-31,229.8
1149,1278,120,2025-12-25,2026-01-01,280.2
1150,1279,146,2024-06-13,2024-06-16,326.19
1151,1280,157,2024-10-09,2024-10-18,82.67
1152,1281,218,2026-04-07,2026-04-11,399.4
1153,1282,115,2024-09-16,2024-09-19,409.59
1154,1283,114,2024-04-10,2024-04-14,294.77
1155,1284,148,2025-04-19,2025-04-27,395.61
1156,1285,180,2023-06-29,2023-07-03,189.04
1157,1286,189,2023-11-06,2023-11-16,232.01
1158,1287,193,2024-11-26,2024-12-01,175.81
1159,1288,120,2024-10-14,2024-10-22,133.69
1160,1289,22,2025-04-25,2025-04-29,385.79
1161,1290,166,2025-11-19,2025-11-21,371.52
1162,1291,210,2026-02-08,2026-02-12,132.6
1163,1292,75,2025-04-28,2025-05-07,193.38
1164,1293,88,2024-02-23,2024-03-04,189.18
1165,1294,140,2023-05-07,2023-05-08,241.2
1166,1295,73,2026-08-17,2026-08-26,347.95
1167,1296,187,2024-04-16,2024-04-18,441.12
1168,1297,13,2026-08-23,2026-08-27,238.6
1169,1298,8,2025-08-18,2025-08-22,173.03
1170,1300,90,2024-07-01,2024-07-09,439.69
1171,1301,148,2024-04-30,2024-05-07,199.33
1172,1302,85,2025-03-23,2025-03-27,399.85
1173,1303,15,2024-08-25,2024-08-29,240.66
1174,1304,189,2024-04-19,2024-04-27,335.62
1175,1305,10,2025-12-10,2025-12-19,281.15
1176,1306,92,2023-09-13,2023-09-19,214.68
1177,1307,120,2024-02-22,2024-02-23,296.97
1178,1308,9,2025-08-06,2025-08-15,314.79
1179,1309,199,2024-01-02,2024-01-10,424.64
1180,1310,201,2026-01-26,2026-01-29,374.32
1181,1311,31,2024-03-28,2024-04-01,295.65
1182,1313,47,2024-08-23,2024-08-26,334.5
1183,1314,47,2024-09-22,2024-10-01,410.08
1184,1315,175,2023-12-04,2023-12-09,295.22
1185,1316,54,2025-12-30,2026-01-02,230.56
1186,1317,180,2026-08-06,2026-08-09,401.17
1187,1318,13,2024-03-03,2024-03-06,231.54
1188,1319,219,2025-12-10,2025-12-14,444.34
1189,1320,50,2026-05-16,2026-05-21,230.09
1190,1321,42,2025-05-18,2025-05-21,385.9
1191,1322,4,2024-07-27,2024-07-30,328.29
1192,1324,115,2026-05-17,2026-05-23,278.25
1193,1325,3,2024-12-31,2025-01-10,389.59
1194,1326,213,2024-07-13,2024-07-17,174.02
1195,1327,22,2024-03-21,2024-03-30,108.8
1196,1328,35,2026-05-09,2026-05-15,127.97
1197,1329,81,2025-06-22,2025-06-28,398.46
1198,1330,81,2025-02-06,2025-02-15,273.99
1199,1331,47,2024-12-21,2024-12-29,346.1
1200,1332,169,2024-09-03,2024-09-07,154.23
1201,1333,69,2024-08-09,2024-08-16,112.26
1202,1334,47,2023-12-18,2023-12-25,359.13
1203,1335,54,2024-07-24,2024-08-01,425.15
1204,1336,18,2023-09-03,2023-09-13,173.69
1205,1338,111,2025-06-24,2025-06-30,261.61
1206,1339,85,2024-07-17,2024-07-24,103.96
1207,1340,20,2024-07-21,2024-07-29,161.27
1208,1341,186,2024-08-01,2024-08-04,145.42
1209,1342,109,2026-08-06,2026-08-15,123.71
1210,1344,145,2026-08-24,2026-09-01,297.8
1211,1345,216,2025-11-26,2025-12-03,287.33
1212,1347,136,2026-01-14,2026-01-22,258.97
1213,1348,12,2023-09-29,2023-10-06,429.02
1214,1349,118,2023-11-08,2023-11-16,
1215,1350,93,2025-02-17,2025-02-22,155.12
1216,1351,177,2025-08-17,2025-08-21,254.38
1217,1352,139,2024-08-31,2024-09-06,172.89
1218,1353,175,2026-08-25,2026-09-04,439.94
1219,1354,22,2025-09-23,2025-09-26,117.19
1220,1355,54,2026-06-11,2026-06-16,221.59
1221,1356,2,2025-05-30,2025-06-03,
1222,1357,172,2026-06-03,2026-06-12,412.31
1223,1358,3,2026-01-24,2026-01-26,175.07
1224,1359,56,2024-04-18,2024-04-27,235.87
1225,1360,220,2023-11-16,2023-11-19,403.42
1226,1361,188,2026-04-29,2026-05-08,296.98
1227,1362,3,2024-05-30,2024-05-31,161.09
1228,1363,153,2026-08-09,2026-08-15,284.93
1229,1364,12,2024-08-05,2024-08-09,406.47
1230,1365,49,2024-02-19,2024-02-21,447.58
1231,1366,169,2025-12-14,2025-12-21,236.44
1232,1367,12,2026-07-21,2026-07-28,266.0
1233,1368,13,2025-10-18,2025-10-19,220.91
1234,1369,170,2025-03-16,2025-03-26,219.06
1235,1370,118,2024-03-18,2024-03-24,410.82
1236,1371,215,2025-06-19,2025-06-25,125.21
1237,1372,151,2023-10-13,2023-10-14,300.52
1238,1373,179,2024-02-07,2024-02-14,134.36
1239,1375,172,2025-10-25,2025-10-30,151.21
1240,1376,112,2025-04-29,2025-05-07,117.13
1241,1377,63,2024-02-16,2024-02-17,183.18
1242,1378,62,2026-07-13,2026-07-18,372.1
1243,1379,128,2024-12-13,2024-12-15,373.49
1244,1380,185,2025-01-27,2025-02-01,207.25
1245,1381,206,2024-08-03,2024-08-09,162.6
1246,1382,97,2026-05-16,2026-05-21,245.77
1247,1383,190,2024-08-31,2024-09-08,131.13
1248,1384,44,2024-05-28,2024-05-30,207.44
1249,1385,41,2023-10-18,2023-10-19,314.06
1250,1386,176,2025-06-11,2025-06-20,346.33
1251,1387,220,2024-12-14,2024-12-20,204.6
1252,1388,141,2024-11-15,2024-11-19,
1253,1389,4,2025-06-18,2025-06-27,396.78
1254,1390,187,2026-08-21,2026-08-22,421.56
1255,1391,191,2025-11-23,2025-11-28,230.08
1256,1392,62,2023-03-14,2023-03-23,154.76
1257,1393,217,2024-11-26,2024-12-03,419.0
1258,1394,107,2025-01-14,2025-01-17,326.77
1259,1395,23,2026-07-28,2026-07-31,170.87
1260,1396,132,2025-09-06,2025-09-09,259.16
1261,1397,163,2023-11-20,2023-11-24,228.42
1262,1398,93,2026-07-23,2026-07-24,329.11
1263,1399,115,2024-09-23,2024-09-25,191.7
1264,1400,173,2024-04-27,2024-04-29,377.75
1265,1401,128,2023-11-21,2023-11-25,
1266,1402,43,2026-06-21,2026-06-30,136.91
1267,1403,71,2026-08-12,2026-08-13,205.52
1268,1404,26,2025-06-24,2025-07-04,200.1
1269,1405,81,2024-05-07,2024-05-10,334.14
1270,1406,102,2025-01-13,2025-01-22,84.5
1271,1407,155,2025-04-19,2025-04-27,386.31
1272,1408,48,2024-11-06,2024-11-15,287.82
1273,1409,212,2026-05-09,2026-05-15,
1274,1410,153,2024-05-14,2024-05-20,101.74
1275,1411,209,2026-06-12,2026-06-14,418.89
1276,1412,101,2023-02-15,2023-02-20,206.62
1277,1413,63,2026-03-27,2026-03-30,110.46
1278,1414,187,2025-03-09,2025-03-14,261.69
1279,1416,91,2026-07-06,2026-07-14,316.08
1280,1417,29,2024-09-19,2024-09-28,308.64
1281,1418,171,2024-05-22,2024-06-01,132.33
1282,1419,2,2025-09-21,2025-09-23,247.32
1283,1420,151,2026-07-28,2026-07-29,87.06
1284,1421,125,2023-06-10,2023-06-16,88.17
1285,1422,18,2026-06-02,2026-06-10,141.91
1286,1423,56,2026-01-01,2026-01-08,206.14
1287,1424,155,2023-09-09,2023-09-18,111.17
1288,1425,155,2023-11-21,2023-11-30,185.47
1289,1427,146,2026-03-31,2026-04-03,198.46
1290,1429,71,2024-02-12,2024-02-21,166.51
1291,1430,188,2024-09-05,2024-09-12,235.49
1292,1431,160,2024-10-12,2024-10-21,133.87
1293,1432,74,2026-07-05,2026-07-14,355.35
1294,1433,106,2025-04-23,2025-05-01,291.88
1295,1434,156,2024-10-16,2024-10-23,341.08
1296,1435,86,2025-08-12,2025-08-14,386.14
1297,1436,123,2025-05-20,2025-05-25,263.17
1298,1437,163,2026-06-06,2026-06-09,391.76
1299,1438,14,2024-02-21,2024-02-22,394.14
1300,1440,61,2026-06-03,2026-06-05,122.97
1301,1441,159,2023-12-09,2023-12-11,106.97
1302,1442,19,2026-08-07,2026-08-10,
1303,1443,138,2024-02-11,2024-02-15,136.28
1304,1445,119,2023-11-27,2023-12-04,203.24
1305,1446,159,2023-10-17,2023-10-26,102.14
1306,1447,27,2025-11-26,2025-12-05,236.29
1307,1448,164,2025-09-27,2025-09-28,139.49
1308,1449,108,2026-06-02,2026-06-11,131.89
1309,1450,127,2025-06-10,2025-06-16,343.48
1310,1451,166,2025-12-01,2025-12-06,292.15
1311,1452,108,2026-07-07,2026-07-10,217.85
1312,1453,16,2023-08-01,2023-08-10,188.77
1313,1455,198,2024-01-01,2024-01-05,372.94
1314,1456,44,2026-07-05,2026-07-07,204.42
1315,1457,20,2024-12-18,2024-12-28,417.77
1316,1458,60,2023-09-04,2023-09-05,106.69
1317,1459,113,2025-10-20,2025-10-21,404.08
1318,1460,128,2025-12-26,2026-01-02,91.49
1319,1461,169,2024-04-17,2024-04-27,355.0
1320,1462,162,2024-04-01,2024-04-03,209.6
1321,1463,24,2025-06-30,2025-07-06,278.35
1322,1465,211,2026-07-12,2026-07-14,114.21
1323,1466,82,2025-06-06,2025-06-10,264.48
1324,1467,124,2025-01-24,2025-02-01,148.26
1325,1468,122,2026-04-08,2026-04-18,393.5
1326,1469,146,2025-10-24,2025-10-26,331.1
1327,1470,208,2026-03-13,2026-03-20,219.23
1328,1471,203,2025-06-08,2025-06-10,438.45
1329,1472,39,2026-01-02,2026-01-04,243.38
1330,1473,116,2026-07-29,2026-08-06,200.97
1331,1474,161,2024-05-13,2024-05-14,138.43
1332,1475,146,2025-06-14,2025-06-19,272.65
1333,1476,23,2026-08-06,2026-08-13,161.99
1334,1477,141,2023-11-17,2023-11-27,155.04
1335,1478,164,2024-01-18,2024-01-24,374.34
1336,1479,124,2025-01-06,2025-01-11,172.53
1337,1480,192,2026-08-25,2026-08-28,222.39
1338,1481,7,2024-05-07,2024-05-11,198.97
1339,1482,15,2026-07-14,2026-07-17,397.13
1340,1483,62,2023-12-11,2023-12-21,192.69
1341,1484,1,2025-01-04,2025-01-13,98.32
1342,1485,37,2024-03-26,2024-03-28,339.67
1343,1486,165,2024-07-30,2024-08-05,120.01
1344,1487,174,2025-10-08,2025-10-13,291.29
1345,1488,193,2026-04-19,2026-04-29,277.86
1346,1489,46,2024-01-18,2024-01-26,244.82
1347,1490,34,2023-12-19,2023-12-28,283.93
1348,1491,127,2026-06-03,2026-06-05,354.7
1349,1492,205,2026-04-26,2026-04-29,209.33
1350,1493,144,2025-06-17,2025-06-22,202.64
1351,1494,187,2023-12-26,2024-01-02,357.95
1352,1495,99,2024-01-27,2024-01-31,427.43
1353,1496,188,2025-07-18,2025-07-21,165.32
1354,1497,208,2024-05-18,2024-05-26,390.68
1355,1498,87,2026-05-28,2026-05-30,262.13
1356,1499,186,2025-06-24,2025-07-01,399.51
1357,1500,37,2024-05-16,2024-05-23,391.87
1358,1501,161,2024-05-20,2024-05-24,262.24
1359,1502,10,2023-10-07,2023-10-17,156.94
1360,1505,139,2024-03-13,2024-03-21,302.85
1361,1506,158,2024-03-21,2024-03-24,139.35
1362,1508,220,2026-08-07,2026-08-12,373.93
1363,1509,66,2024-12-26,2025-01-03,178.79
1364,1510,213,2025-07-06,2025-07-15,230.21
1365,1511,130,2025-01-24,2025-01-28,244.64
1366,1512,43,2025-06-10,2025-06-19,87.74
1367,1513,2,2024-02-23,2024-03-01,208.74
1368,1514,9,2025-01-18,2025-01-23,243.33
1369,1515,43,2024-02-14,2024-02-23,386.47
1370,1516,119,2023-10-14,2023-10-24,270.89
1371,1517,116,2023-09-28,2023-09-30,400.71
1372,1518,93,2024-02-04,2024-02-08,104.52
1373,1519,117,2024-08-12,2024-08-13,276.43
1374,1520,15,2024-07-16,2024-07-26,341.85
1375,1521,74,2026-08-22,2026-09-01,235.81
1376,1522,15,2026-04-09,2026-04-11,88.97
1377,1523,110,2025-06-01,2025-06-11,117.06
1378,1524,118,2023-04-23,2023-04-28,146.51
1379,1525,192,2023-12-09,2023-12-18,391.09
1380,1526,85,2025-04-14,2025-04-17,83.63
1381,1527,21,2026-08-12,2026-08-22,162.14
1382,1528,62,2024-12-14,2024-12-20,251.13
1383,1529,170,2023-02-24,2023-02-27,341.95
1384,1530,58,2026-06-25,2026-06-26,179.02
1385,1532,177,2024-08-06,2024-08-15,404.24
1386,1533,114,2025-09-16,2025-09-22,298.28
1387,1536,191,2026-08-27,2026-09-05,385.55
1388,1538,9,2025-06-30,2025-07-04,111.6
1389,1539,83,2024-12-26,2024-12-28,229.55
1390,1540,29,2026-06-02,2026-06-11,181.75
1391,1542,47,2025-02-03,2025-02-11,259.24
1392,1544,54,2024-09-16,2024-09-22,120.05
1393,1545,3,2026-06-30,2026-07-05,431.86
1394,1546,33,2026-04-30,2026-05-03,194.56
1395,1547,90,2025-03-20,2025-03-22,341.2
1396,1549,99,2024-04-29,2024-05-02,149.1
1397,1550,34,2025-12-12,2025-12-17,348.31
1398,1551,73,2025-01-19,2025-01-29,320.73
1399,1554,75,2025-02-27,2025-03-02,397.79
1400,1555,86,2023-09-21,2023-09-24,431.46
1401,1556,215,2025-05-07,2025-05-13,308.12
1402,1557,103,2023-03-07,2023-03-12,239.99
1403,1559,4,2024-10-25,2024-11-01,385.55
1404,1560,138,2023-08-08,2023-08-18,352.18
1405,1561,207,2025-01-27,2025-01-31,89.73
1406,1562,208,2026-08-16,2026-08-25,425.94
1407,1563,131,2023-12-05,2023-12-06,305.93
1408,1564,108,2023-09-02,2023-09-04,93.47
1409,1565,23,2024-11-23,2024-12-03,149.15
1410,1566,28,2026-08-26,2026-08-27,177.44
1411,1567,108,2025-12-14,2025-12-16,250.1
1412,1568,68,2026-07-21,2026-07-23,137.28
1413,1569,147,2025-12-13,2025-12-14,263.24
1414,1571,109,2026-02-20,2026-02-28,208.53
1415,1572,115,2026-05-24,2026-05-30,176.55
1416,1575,153,2025-07-16,2025-07-20,366.83
1417,1576,18,2025-05-26,2025-05-31,295.07
1418,1577,193,2025-03-25,2025-04-02,184.19
1419,1578,133,2026-06-13,2026-06-19,365.45
1420,1579,169,2025-12-10,2025-12-19,351.12
1421,1581,66,2023-12-16,2023-12-25,448.84
1422,1582,111,2024-12-26,2025-01-02,232.04
1423,1583,7,2025-07-22,2025-07-26,224.6
1424,1584,15,2026-05-31,2026-06-04,221.34
1425,1585,44,2024-07-22,2024-08-01,141.85
1426,1586,217,2023-11-27,2023-12-07,85.03
1427,1587,40,2024-02-03,2024-02-13,304.17
1428,1588,203,2026-03-13,2026-03-20,177.89
1429,1589,30,2025-08-31,2025-09-09,195.69
1430,1590,172,2026-03-27,2026-03-30,266.16
1431,1591,106,2026-07-12,2026-07-21,155.1
1432,1592,111,2024-06-17,2024-06-23,372.04
1433,1593,218,2024-08-10,2024-08-17,340.91
1434,1594,188,2025-12-16,2025-12-19,242.31
1435,1595,128,2023-06-25,2023-06-26,402.59
1436,1597,197,2025-04-18,2025-04-19,303.03
1437,1598,39,2023-09-18,2023-09-27,310.24
1438,1599,164,2023-11-14,2023-11-16,309.68
1439,1600,154,2026-08-11,2026-08-20,444.79
1440,1601,67,2023-11-03,2023-11-09,367.29
1441,1602,117,2024-04-21,2024-05-01,209.68
1442,1603,210,2026-06-23,2026-06-25,107.08
1443,1604,16,2025-03-12,2025-03-17,91.03
1444,1605,134,2026-03-10,2026-03-20,107.98
1445,1606,4,2024-04-24,2024-05-02,202.93
1446,1607,92,2025-02-12,2025-02-21,134.85
1447,1608,74,2024-03-22,2024-03-30,345.23
1448,1609,169,2024-09-06,2024-09-16,331.73
1449,1610,132,2025-09-18,2025-09-25,368.98
1450,1611,32,2026-04-06,2026-04-08,208.4
1451,1614,215,2025-02-02,2025-02-06,88.93
1452,1615,205,2026-05-30,2026-06-06,282.85
1453,1616,67,2024-06-19,2024-06-21,246.94
1454,1617,25,2026-08-18,2026-08-27,147.75
1455,1618,49,2025-04-16,2025-04-19,212.25
1456,1619,79,2023-06-21,2023-06-27,405.37
1457,1620,194,2025-05-25,2025-05-29,412.28
1458,1622,13,2026-03-27,2026-03-28,290.94
1459,1623,178,2026-07-11,2026-07-21,246.02
1460,1624,87,2024-06-03,2024-06-13,382.57
1461,1625,220,2025-04-20,2025-04-23,344.81
1462,1626,7,2024-11-20,2024-11-22,327.93
1463,1627,97,2023-08-14,2023-08-22,227.8
1464,1628,179,2026-08-18,2026-08-22,85.07
1465,1629,82,2026-06-01,2026-06-03,111.5
1466,1630,138,2026-04-09,2026-04-17,385.75
1467,1631,27,2024-08-12,2024-08-13,236.7
1468,1632,49,2023-11-28,2023-12-01,175.64
1469,1633,1,2023-09-24,2023-10-03,294.87
1470,1634,164,2024-11-26,2024-11-27,247.38
1471,1635,74,2026-08-06,2026-08-09,373.59
1472,1636,25,2026-06-01,2026-06-11,251.96
1473,1638,40,2026-01-10,2026-01-17,397.95
1474,1639,167,2025-02-01,2025-02-06,294.78
1475,1640,119,2025-12-08,2025-12-11,239.14
1476,1641,76,2024-08-09,2024-08-12,324.09
1477,1642,201,2026-03-15,2026-03-20,217.43
1478,1643,98,2026-08-22,2026-08-26,367.65
1479,1644,159,2026-06-12,2026-06-22,324.18
1480,1645,45,2026-08-20,2026-08-30,231.53
1481,1646,205,2025-07-09,2025-07-15,137.2
1482,1648,157,2026-05-15,2026-05-22,337.51
1483,1649,187,2025-01-23,2025-02-01,362.42
1484,1650,71,2025-09-06,2025-09-16,119.53
1485,1651,195,2024-01-07,2024-01-09,95.38
1486,1652,138,2023-11-07,2023-11-11,337.79
1487,1653,130,2026-02-28,2026-03-08,181.87
1488,1654,122,2026-01-13,2026-01-19,276.5
1489,1655,120,2025-05-22,2025-05-24,168.51
1490,1656,53,2026-08-23,2026-08-25,357.01
1491,1657,109,2024-02-27,2024-03-06,128.47
1492,1658,5,2026-06-24,2026-06-25,309.1
1493,1659,21,2024-08-21,2024-08-31,130.96
1494,1660,88,2024-03-03,2024-03-04,150.37
1495,1661,15,2026-06-25,2026-06-30,228.73
1496,1662,194,2025-04-05,2025-04-15,364.31
1497,1663,181,2023-10-05,2023-10-09,435.7
1498,1664,198,2024-07-21,2024-07-25,294.36
1499,1665,114,2023-07-25,2023-07-28,333.85
1500,1666,194,2024-06-21,2024-06-22,276.29
1501,1668,112,2024-01-06,2024-01-14,195.02
1502,1669,48,2025-10-13,2025-10-15,81.44
1503,1670,79,2025-07-05,2025-07-13,199.06
1504,1671,87,2026-05-31,2026-06-03,95.47
1505,1672,97,2024-07-26,2024-08-04,337.2
1506,1673,32,2025-04-08,2025-04-15,254.99
1507,1675,122,2026-06-26,2026-07-05,305.06
1508,1676,140,2023-12-12,2023-12-18,357.23
1509,1677,124,2026-01-13,2026-01-14,265.46
1510,1678,29,2024-11-09,2024-11-15,312.75
1511,1679,49,2024-10-18,2024-10-22,147.28
1512,1680,178,2023-12-19,2023-12-25,361.47
1513,1681,66,2026-07-22,2026-07-29,423.93
1514,1682,203,2025-12-12,2025-12-17,416.54
1515,1683,15,2026-01-08,2026-01-15,427.42
1516,1684,109,2024-01-11,2024-01-14,329.46
1517,1685,101,2024-03-17,2024-03-19,167.66
1518,1686,29,2026-04-11,2026-04-16,428.49
1519,1687,177,2024-05-18,2024-05-22,277.44
1520,1688,111,2026-08-23,2026-08-30,106.45
1521,1689,8,2024-10-09,2024-10-14,142.36
1522,1690,108,2024-08-09,2024-08-11,449.07
1523,1691,170,2025-05-05,2025-05-14,229.76
1524,1692,72,2025-12-27,2025-12-30,151.78
1525,1693,88,2025-11-21,2025-11-22,268.92
1526,1694,10,2026-06-14,2026-06-15,425.69
1527,1695,19,2026-01-17,2026-01-18,389.69
1528,1696,119,2026-08-19,2026-08-23,96.18
1529,1697,5,2026-08-23,2026-08-26,156.31
1530,1698,213,2023-10-24,2023-11-02,432.7
1531,1699,146,2026-03-29,2026-04-08,124.94
1532,1700,32,2026-08-01,2026-08-04,139.95
1533,1701,157,2025-11-29,2025-11-30,97.57
1534,1702,44,2024-05-02,2024-05-09,262.56
1535,1703,104,2026-07-17,2026-07-22,276.09
1536,1704,96,2024-05-18,2024-05-21,286.91
1537,1705,209,2024-07-20,2024-07-21,241.29
1538,1706,11,2023-11-04,2023-11-06,255.02
1539,1707,49,2024-09-09,2024-09-16,400.14
1540,1708,38,2025-03-25,2025-03-27,419.93
1541,1709,60,2026-04-05,2026-04-11,158.7
1542,1711,219,2026-03-20,2026-03-24,354.81
1543,1712,41,2025-05-16,2025-05-18,191.59
1544,1713,67,2025-02-09,2025-02-12,218.69
1545,1714,48,2026-02-15,2026-02-21,118.05
1546,1715,157,2023-09-17,2023-09-26,140.48
1547,1716,193,2024-12-29,2025-01-04,240.35
1548,1717,90,2026-01-05,2026-01-12,177.17
1549,1718,173,2024-02-03,2024-02-08,239.49
1550,1719,19,2023-06-08,2023-06-11,218.17
1551,1720,212,2026-08-07,2026-08-17,107.89
1552,1721,198,2026-01-31,2026-02-09,139.1
1553,1724,199,2024-11-23,2024-11-30,125.38
1554,1725,201,2025-10-11,2025-10-16,201.01
1555,1726,5,2025-11-13,2025-11-16,187.03
1556,1727,193,2024-01-01,2024-01-06,203.01
1557,1729,12,2023-12-05,2023-12-07,138.58
1558,1730,67,2025-09-26,2025-09-29,140.83
1559,1731,44,2023-06-13,2023-06-15,296.22
1560,1732,58,2025-02-20,2025-02-22,352.42
1561,1733,71,2024-06-12,2024-06-19,351.15
1562,1734,212,2025-07-11,2025-07-19,124.89
1563,1735,174,2026-01-29,2026-02-01,256.51
1564,1736,148,2026-05-03,2026-05-07,244.11
1565,1737,131,2026-04-25,2026-05-04,195.09
1566,1738,205,2026-07-28,2026-08-07,156.53
1567,1739,84,2023-10-15,2023-10-16,299.31
1568,1740,181,2026-08-15,2026-08-21,265.57
1569,1741,173,2024-04-06,2024-04-08,169.71
1570,1742,114,2025-08-06,2025-08-07,
1571,1744,216,2024-04-13,2024-04-14,204.85
1572,1745,205,2025-10-04,2025-10-10,94.05
1573,1746,191,2026-06-10,2026-06-11,280.25
1574,1747,121,2026-07-25,2026-08-04,86.73
1575,1748,11,2023-12-03,2023-12-10,96.96
1576,1749,218,2026-05-04,2026-05-13,402.71
1577,1750,177,2026-08-03,2026-08-13,182.62
1578,1751,163,2024-06-23,2024-06-29,158.67
1579,1752,18,2024-09-24,2024-09-28,160.22
1580,1754,46,2026-07-29,2026-07-31,144.93
1581,1755,183,2023-11-04,2023-11-11,150.6
1582,1756,42,2026-06-22,2026-06-30,426.1
1583,1757,187,2025-11-07,2025-11-15,436.69
1584,1760,118,2023-08-30,2023-09-02,174.71
1585,1761,155,2024-08-16,2024-08-21,234.23
1586,1762,94,2024-01-19,2024-01-21,153.34
1587,1763,99,2026-08-07,2026-08-16,111.74
1588,1764,183,2026-03-07,2026-03-15,415.66
1589,1765,164,2026-05-30,2026-06-05,390.5
1590,1766,107,2024-08-15,2024-08-19,399.83
1591,1767,61,2025-10-09,2025-10-13,308.6
1592,1768,142,2026-06-10,2026-06-17,135.52
1593,1769,113,2023-03-10,2023-03-20,106.03
1594,1770,131,2024-07-19,2024-07-28,326.7
1595,1771,61,2026-08-14,2026-08-19,119.7
1596,1772,26,2024-06-27,2024-06-30,231.05
1597,1773,63,2024-08-17,2024-08-26,
1598,1775,21,2024-03-25,2024-03-29,378.34
1599,1776,35,2025-12-20,2025-12-30,404.69
1600,1777,19,2026-05-10,2026-05-19,143.04
1601,1778,13,2024-02-20,2024-02-22,102.29
1602,1779,49,2024-04-14,2024-04-20,255.07
1603,1780,135,2025-02-25,2025-03-05,99.96
1604,1781,210,2024-12-27,2024-12-30,157.21
1605,1782,7,2024-10-17,2024-10-23,102.24
1606,1784,61,2025-01-11,2025-01-13,385.58
1607,1785,189,2025-08-22,2025-08-28,289.42
1608,1786,64,2024-08-23,2024-08-24,272.08
1609,1787,90,2024-08-20,2024-08-21,224.33
1610,1788,140,2026-01-08,2026-01-16,356.0
1611,1790,46,2026-05-22,2026-05-30,121.35
1612,1791,7,2026-07-19,2026-07-28,180.59
1613,1792,56,2023-07-11,2023-07-12,241.26
1614,1793,133,2023-07-28,2023-08-07,152.65
1615,1794,25,2024-12-22,2024-12-27,337.16
1616,1795,41,2024-05-15,2024-05-16,141.86
1617,1796,31,2023-11-18,2023-11-21,276.61
1618,1797,71,2026-06-15,2026-06-20,219.75
1619,1798,73,2025-01-12,2025-01-16,384.23
1620,1800,27,2025-10-14,2025-10-18,95.3
1621,1801,10,2024-02-23,2024-02-26,275.66
1622,1802,144,2025-07-17,2025-07-19,137.73
1623,1803,29,2024-10-27,2024-10-29,144.74
1624,1804,22,2026-07-08,2026-07-10,159.84
1625,1805,101,2025-07-29,2025-08-06,186.27
1626,1806,173,2026-05-25,2026-05-27,381.84
1627,1807,185,2024-08-10,2024-08-17,111.5
1628,1808,154,2024-02-09,2024-02-15,335.01
1629,1809,28,2025-07-10,2025-07-13,250.67
1630,1810,24,2026-04-10,2026-04-20,370.5
1631,1811,50,2025-09-18,2025-09-22,313.76
1632,1812,173,2024-08-21,2024-08-24,151.42
1633,1813,167,2024-04-25,2024-05-02,243.62
1634,1814,54,2025-05-30,2025-06-07,302.12
1635,1817,108,2024-03-26,2024-04-05,153.63
1636,1818,44,2026-05-21,2026-05-27,110.18
1637,1820,17,2026-02-11,2026-02-15,194.91
1638,1821,68,2025-08-11,2025-08-14,377.86
1639,1822,147,2026-07-17,2026-07-26,301.21
1640,1823,138,2026-05-15,2026-05-21,82.06
1641,1825,66,2024-03-27,2024-04-05,322.18
1642,1826,126,2026-04-05,2026-04-11,356.96
1643,1827,165,2026-02-09,2026-02-14,435.37
1644,1828,5,2026-07-05,2026-07-09,124.9
1645,1829,83,2024-03-24,2024-04-03,92.02
1646,1830,187,2025-04-17,2025-04-18,316.44
1647,1831,160,2025-02-22,2025-02-28,195.78
1648,1832,216,2024-07-01,2024-07-03,239.88
1649,1834,95,2025-12-06,2025-12-13,427.16
1650,1835,51,2024-12-16,2024-12-19,328.46
