id_polizza,id_cliente,id_tipo_polizza,premio_annuo,data_decorrenza,data_scadenza
564,1102,8,95.49,2025-08-30,2026-08-30
565,326,5,196.94,2023-06-16,2024-06-15
566,1321,8,87.76,2023-11-21,2024-11-20
567,2868,13,165.57,2025-07-25,2026-07-25
568,357,3,227.94,2025-12-14,2026-12-14
569,641,10,315.67,2023-09-04,2024-09-03
570,2671,3,234.65,2025-05-19,2026-05-19
571,918,8,94.72,2024-10-13,2025-10-13
572,1468,10,491.86,2026-06-06,2027-06-06
573,2169,13,163.3,2023-01-17,2024-01-17
574,205,12,115.77,2025-10-29,2026-10-29
575,250,2,210.84,2023-03-19,2024-03-18
576,3017,8,101.9,2023-11-14,2024-11-13
577,1151,4,180.45,2026-01-13,2027-01-13
578,881,7,82.45,2025-04-20,2026-04-20
579,2326,13,151.59,2023-04-11,2024-04-10
580,2596,12,92.72,2024-02-22,2025-02-21
581,1229,12,110.27,2024-11-14,2025-11-14
582,1797,5,192.9,2025-12-15,2026-12-15
583,3060,9,385.1,2024-10-30,2025-10-30
584,1708,2,226.92,2023-11-12,2024-11-11
585,168,13,142.74,2024-07-01,2025-07-01
586,1651,5,121.18,2026-07-12,2027-07-12
587,845,11,426.57,2024-09-04,2025-09-04
588,258,3,294.79,2025-12-22,2026-12-22
589,1430,10,363.35,2023-11-11,2024-11-10
590,1493,1,372.93,2025-01-01,2026-01-01
591,2960,6,168.49,2023-02-10,2024-02-10
592,1860,8,89.1,2023-07-02,2024-07-01
593,1583,5,262.52,2026-05-28,2027-05-28
594,1957,13,139.8,2026-03-20,2025-03-20
595,2299,12,127.78,2024-12-04,2025-12-04
596,2305,12,200.81,2023-05-13,2024-05-12
597,1535,7,85.39,2024-07-21,2025-07-21
598,1257,12,115.27,2023-07-25,2024-07-24
599,1129,12,137.26,2024-05-15,2025-05-15
600,2639,8,59.55,2025-06-30,2026-06-30
601,1554,7,64.17,2025-01-10,2026-01-10
602,2971,13,150.78,2024-03-06,2025-03-06
603,1254,5,149.47,2025-10-05,2026-10-05
604,1682,12,135.78,2023-01-06,2024-01-06
605,1089,12,117.14,2024-05-08,2025-05-08
606,462,7,87.84,2025-08-07,2026-08-07
607,209,1,279.09,2024-11-13,2025-11-13
608,1894,9,757.46,2026-06-12,2027-06-12
609,985,3,317.87,2026-01-03,2027-01-03
610,709,8,114.06,2025-10-21,2026-10-21
611,1043,1,327.35,2026-08-20,2027-08-20
612,2597,10,366.71,2025-12-29,2026-12-29
613,2658,8,62.43,2024-10-05,2025-10-05
614,593,13,154.72,2024-12-16,2025-12-16
615,3176,13,135.67,2026-05-09,2027-05-09
616,1999,7,85.44,2025-04-04,2026-04-04
617,2175,7,75.72,2025-04-20,2026-04-20
618,875,8,68.9,2023-02-07,2024-02-07
619,1031,11,523.96,2025-06-29,2026-06-29
620,394,8,105.39,2025-09-28,2026-09-28
621,2841,5,249.31,2024-12-16,2025-12-16
622,2343,7,111.39,2024-03-19,2025-03-19
623,1161,8,62.13,2025-08-03,2026-08-03
624,2493,9,505.44,2025-07-31,2026-07-31
625,2777,3,272.23,2023-08-03,2024-08-02
626,145,10,495.78,2026-08-16,2027-08-16
627,137,11,424.47,2026-05-08,2027-05-08
628,2167,8,93.02,2025-03-25,2026-03-25
629,640,3,273.87,2026-03-30,2027-03-30
630,969,13,147.85,2024-05-26,2025-05-26
631,811,10,566.33,2025-01-23,2026-01-23
632,1459,13,90.92,2023-04-29,2024-04-28
633,545,12,178.52,2023-06-24,2024-06-23
634,945,7,70.16,2027-06-07,2026-06-07
635,1115,4,168.1,2024-09-26,2025-09-26
636,2602,7,63.08,2024-04-05,2025-04-05
637,2918,13,126.58,2023-05-09,2024-05-08
638,1098,12,102.88,2023-01-23,2024-01-23
639,1869,5,181.6,2025-06-13,2026-06-13
640,2297,5,215.18,2025-11-17,2026-11-17
641,1404,6,188.11,2025-08-22,2026-08-22
642,1084,1,281.35,2025-12-07,2026-12-07
643,2390,1,382.59,2023-09-21,2024-09-20
644,681,2,414.36,2023-12-07,2024-12-06
645,652,9,461.4,2026-04-14,2027-04-14
646,2630,12,168.32,2026-06-21,2027-06-21
647,1616,8,115.41,2026-07-12,2027-07-12
648,1547,7,82.2,2024-10-11,2025-10-11
649,313,3,187.88,2025-12-26,2026-12-26
650,3132,7,129.02,2025-07-10,2026-07-10
651,75,7,66.58,2026-02-05,2027-02-05
652,2636,12,165.04,2024-03-19,2025-03-19
653,2959,11,333.98,2023-07-24,2024-07-23
654,1145,9,431.81,2023-10-03,2024-10-02
655,306,7,80.26,2024-10-24,2025-10-24
656,245,1,240.08,2023-12-13,2024-12-12
657,1595,1,159.48,2025-09-13,2026-09-13
658,1618,8,78.83,2023-04-05,2024-04-04
659,44,11,402.19,2025-06-10,2026-06-10
660,2227,5,167.93,2026-05-21,2027-05-21
661,1980,11,454.2,2023-05-15,2024-05-14
662,760,2,202.85,2024-07-31,2025-07-31
663,2115,11,386.57,2024-09-05,2025-09-05
664,1598,12,123.61,2023-11-28,2024-11-27
665,1219,8,84.59,2025-05-29,2026-05-29
666,448,12,166.4,2024-10-23,2025-10-23
667,2805,6,166.56,2025-03-03,2026-03-03
668,1025,12,136.36,2025-09-23,2026-09-23
669,940,7,82.74,2023-08-23,2024-08-22
670,2442,11,409.93,2026-02-05,2027-02-05
671,1531,12,96.15,2026-01-20,2027-01-20
672,1603,9,406.8,2023-12-25,2024-12-24
673,1361,4,175.44,2026-07-29,2027-07-29
674,2985,5,206.62,2025-04-02,2026-04-02
675,576,4,147.34,2023-02-21,2024-02-21
676,2090,10,369.52,2026-11-19,2025-11-19
677,2472,4,187.56,2025-01-23,2026-01-23
678,3097,13,128.41,2026-06-26,2027-06-26
679,18,10,528.08,2024-10-30,2025-10-30
680,1967,8,79.07,2025-02-11,2026-02-11
681,3161,7,71.91,2023-11-30,2024-11-29
682,1247,1,191.82,2026-01-17,2027-01-17
683,356,13,184.97,2026-07-24,2027-07-24
684,1976,12,156.42,2024-11-25,2025-11-25
685,2470,9,411.08,2025-10-06,2026-10-06
686,1991,1,204.59,2025-04-21,2026-04-21
687,234,13,110.35,2024-06-03,2025-06-03
688,2862,9,400.82,2025-03-14,2026-03-14
689,950,13,113.72,2025-07-06,2026-07-06
690,1061,3,232.01,2025-04-06,2026-04-06
691,2733,9,402.72,2024-07-27,2025-07-27
692,1330,13,106.5,2024-04-22,2025-04-22
693,2618,9,302.62,2024-04-07,2025-04-07
694,2377,11,483.26,2025-07-13,2026-07-13
695,3093,10,628.28,2024-11-27,2025-11-27
696,2,8,96.37,2023-03-30,2024-03-29
697,2871,11,459.53,2023-08-28,2024-08-27
698,1411,9,427.08,2024-08-15,2025-08-15
699,211,11,529.92,2026-04-10,2027-04-10
700,1475,13,197.92,2025-04-26,2026-04-26
701,431,1,344.06,2026-03-25,2027-03-25
702,1257,10,353.43,2024-12-20,2025-12-20
703,1890,6,154.66,2025-07-22,2026-07-22
704,1587,12,100.13,2024-11-22,2025-11-22
705,2787,1,263.25,2026-05-31,2027-05-31
706,2807,11,377.04,2026-05-03,2025-05-03
707,1778,11,577.14,2026-05-08,2027-05-08
708,2663,9,323.89,2023-09-28,2024-09-27
709,2245,9,504.37,2025-06-25,2026-06-25
710,1869,11,385.87,2023-03-25,2024-03-24
711,841,13,117.25,2024-04-01,2025-04-01
712,2414,6,187.59,2025-06-28,2026-06-28
713,350,2,223.15,2025-01-02,2026-01-02
714,2269,13,104.51,2023-03-08,2024-03-07
715,2676,5,152.45,2024-04-19,2025-04-19
716,3180,4,314.08,2024-03-17,2025-03-17
717,942,8,70.75,2025-04-01,2026-04-01
718,113,11,506.43,2024-06-13,2025-06-13
719,2786,2,266.05,2023-09-25,2024-09-24
720,1793,13,137.53,2023-10-15,2024-10-14
721,371,6,153.69,2025-09-14,2026-09-14
722,199,2,267.73,2024-06-26,2025-06-26
723,2277,8,76.46,2024-11-28,2025-11-28
724,477,12,127.59,2025-01-11,2026-01-11
725,1274,6,274.77,2024-10-25,2025-10-25
726,1819,10,493.91,2025-01-17,2026-01-17
727,123,11,512.99,2025-05-18,2026-05-18
728,2612,11,380.3,2024-01-05,2025-01-04
729,2958,12,112.0,2024-05-25,2025-05-25
730,1969,1,272.21,2024-10-29,2025-10-29
731,1699,6,191.77,2023-09-27,2024-09-26
732,1934,13,116.67,2025-11-29,2026-11-29
733,2866,2,211.97,2024-09-26,2025-09-26
734,1675,6,220.86,2025-08-28,2026-08-28
735,2366,10,396.53,2026-05-24,2025-05-24
736,798,6,173.03,2023-01-14,2024-01-14
737,80,7,152.83,2024-01-02,2025-01-01
738,1279,7,74.73,2023-02-13,2024-02-13
739,653,1,281.29,2025-09-28,2026-09-28
740,1502,7,78.36,2025-12-21,2026-12-21
741,564,1,302.91,2024-07-05,2025-07-05
742,540,10,433.23,2023-02-06,2024-02-06
743,1457,5,199.82,2026-03-15,2027-03-15
744,1130,4,159.1,2025-03-26,2026-03-26
745,2190,8,87.69,2024-01-22,2025-01-21
746,2347,8,78.54,2024-05-02,2025-05-02
747,886,11,407.68,2023-01-22,2024-01-22
748,361,8,76.95,2026-05-02,2027-05-02
749,552,10,268.1,2025-12-24,2026-12-24
750,2883,3,235.84,2023-01-15,2024-01-15
751,182,3,237.81,2026-06-01,2027-06-01
752,1980,4,195.74,2024-12-18,2025-12-18
753,536,1,387.09,2023-11-13,2024-11-12
754,2953,7,130.21,2023-11-02,2024-11-01
755,1844,2,210.27,2024-02-09,2025-02-08
756,2399,7,90.43,2023-07-31,2024-07-30
757,2588,8,93.87,2023-06-08,2024-06-07
758,865,13,153.85,2026-05-16,2027-05-16
759,80,10,772.63,2025-07-30,2026-07-30
760,454,7,75.61,2025-08-15,2026-08-15
761,2388,9,400.28,2024-12-09,2025-12-09
762,2119,12,130.02,2023-12-31,2024-12-30
763,2356,11,404.99,2026-08-15,2027-08-15
764,1889,9,546.84,2024-06-12,2025-06-12
765,2603,7,77.07,2024-12-02,2025-12-02
766,2551,11,380.14,2026-05-21,2027-05-21
767,1542,8,55.98,2025-04-11,2026-04-11
768,1260,6,211.74,2026-08-19,2027-08-19
769,642,12,137.62,2024-04-08,2025-04-08
770,2188,3,178.85,2024-08-23,2025-08-23
771,1716,3,150.62,2023-04-13,2024-04-12
772,39,12,132.55,2024-12-26,2025-12-26
773,1958,9,415.5,2023-12-10,2024-12-09
774,2845,4,132.04,2026-05-01,2027-05-01
775,136,5,218.44,2024-04-17,2025-04-17
776,3115,3,355.53,2026-07-13,2027-07-13
777,411,7,109.44,2023-08-11,2024-08-10
778,466,9,481.9,2025-03-22,2026-03-22
779,270,8,99.27,2024-11-03,2025-11-03
780,53,3,163.69,2024-06-28,2025-06-28
781,2501,4,225.4,2026-06-04,2027-06-04
782,3019,8,91.56,2023-12-02,2024-12-01
783,2207,6,170.85,2026-06-16,2027-06-16
784,1702,10,444.05,2023-06-18,2024-06-17
785,1021,12,157.69,2023-12-07,2024-12-06
786,670,8,96.47,2024-04-28,2025-04-28
787,44,3,195.71,2026-05-24,2027-05-24
788,2354,3,401.62,2023-04-24,2024-04-23
789,1857,9,503.7,2026-08-13,2027-08-13
790,597,11,356.98,2024-10-27,2025-10-27
791,2698,3,454.3,2023-12-27,2024-12-26
792,512,11,402.13,2023-10-22,2024-10-21
793,3072,3,270.41,2025-01-14,2026-01-14
794,1097,12,137.52,2024-09-18,2025-09-18
795,2802,13,133.01,2024-07-21,2025-07-21
796,869,12,165.66,2024-12-11,2025-12-11
797,1921,12,124.55,2024-02-10,2025-02-09
798,2093,1,163.83,2025-09-12,2026-09-12
799,1395,6,171.86,2024-03-02,2025-03-02
800,943,10,317.32,2024-01-02,2025-01-01
801,3106,10,363.52,2026-03-13,2027-03-13
802,782,9,284.89,2024-04-16,2025-04-16
803,1328,2,184.21,2024-05-24,2025-05-24
804,1338,1,255.15,2023-07-03,2024-07-02
805,1461,8,84.46,2026-04-18,2027-04-18
806,1093,2,158.05,2026-08-19,2027-08-19
807,2766,8,106.67,2023-05-26,2024-05-25
808,2543,5,204.22,2023-06-29,2024-06-28
809,953,12,115.59,2025-11-24,2026-11-24
810,374,6,150.04,2024-12-08,2025-12-08
811,1431,6,190.49,2026-06-05,2027-06-05
812,3122,3,206.16,2025-08-21,2026-08-21
813,2835,10,349.48,2023-09-06,2024-09-05
814,1607,9,398.01,2025-11-20,2026-11-20
815,539,8,105.31,2025-05-31,2026-05-31
816,1682,4,160.14,2026-01-03,2027-01-03
817,2934,9,440.76,2023-01-19,2024-01-19
818,4,10,463.64,2024-10-02,2025-10-02
819,631,2,217.81,2025-02-28,2026-02-28
820,1469,11,404.41,2023-06-08,2024-06-07
821,2810,6,267.19,2023-02-19,2024-02-19
822,2070,3,209.61,2023-03-19,2024-03-18
823,323,8,96.59,2023-04-13,2024-04-12
824,2458,5,143.75,2025-12-10,2026-12-10
825,403,12,123.29,2025-03-11,2026-03-11
826,1581,6,185.95,2025-04-14,2026-04-14
827,1938,13,119.64,2024-12-24,2025-12-24
828,2441,2,254.05,2026-04-25,2027-04-25
829,1640,12,112.86,2023-12-27,2024-12-26
830,50,9,394.21,2023-11-17,2024-11-16
831,2966,12,144.39,2024-08-17,2025-08-17
832,2590,5,207.85,2025-05-10,2026-05-10
833,1910,12,149.99,2023-02-28,2024-02-28
834,910,2,185.72,2025-12-01,2026-12-01
835,2393,13,120.34,2024-06-06,2025-06-06
836,1164,12,129.43,2023-06-12,2024-06-11
837,1970,7,95.61,2025-02-15,2026-02-15
838,2963,10,351.32,2026-02-23,2027-02-23
839,2013,1,224.72,2024-12-26,2025-12-26
840,1439,13,151.27,2024-02-29,2025-02-28
841,1020,3,177.75,2026-07-05,2027-07-05
842,859,12,143.76,2023-03-08,2024-03-07
843,2168,8,69.55,2024-03-14,2025-03-14
844,1924,10,404.25,2023-02-07,2024-02-07
845,408,10,405.11,2025-09-12,2026-09-12
846,659,9,462.48,2026-01-26,2027-01-26
847,630,1,229.56,2023-04-28,2024-04-27
848,1536,8,60.63,2023-04-29,2024-04-28
849,1212,12,146.73,2023-03-16,2024-03-15
850,2401,12,176.2,2025-10-12,2026-10-12
851,1877,6,129.59,2023-10-04,2024-10-03
852,399,9,317.45,2024-07-31,2025-07-31
853,901,1,219.42,2023-06-12,2024-06-11
854,1282,6,215.44,2024-04-07,2025-04-07
855,2015,7,92.09,2026-03-09,2027-03-09
856,2638,10,418.34,2025-04-26,2026-04-26
857,626,13,152.97,2025-01-05,2026-01-05
858,2481,9,373.99,2023-11-14,2024-11-13
859,1341,9,379.53,2023-09-18,2024-09-17
860,532,5,150.79,2025-02-21,2026-02-21
861,1850,1,263.47,2025-01-25,2026-01-25
862,3018,2,203.73,2025-11-23,2026-11-23
863,680,12,126.02,2025-04-25,2026-04-25
864,178,12,120.48,2024-03-21,2025-03-21
865,1999,13,137.98,2025-09-22,2026-09-22
866,138,13,147.11,2025-05-02,2026-05-02
867,576,10,381.28,2026-02-03,2027-02-03
868,1155,8,75.69,2023-10-24,2024-10-23
869,1064,12,124.74,2026-01-19,2027-01-19
870,784,1,294.25,2024-04-25,2025-04-25
871,1230,7,81.12,2023-05-31,2024-05-30
872,451,12,183.69,2025-02-17,2026-02-17
873,2586,12,172.29,2023-09-06,2024-09-05
874,1019,13,101.42,2023-06-24,2024-06-23
875,1861,3,183.53,2023-09-12,2024-09-11
876,2377,12,150.3,2025-02-13,2026-02-13
877,2772,12,130.02,2025-09-22,2026-09-22
878,2262,5,109.9,2023-04-03,2024-04-02
879,322,7,57.92,2023-05-23,2024-05-22
880,455,12,208.15,2024-12-01,2025-12-01
881,2857,4,207.4,2023-08-26,2024-08-25
882,2406,2,299.73,2023-03-20,2024-03-19
883,1697,3,263.79,2023-04-08,2024-04-07
884,1583,9,645.9,2025-10-27,2026-10-27
885,872,1,218.33,2024-06-21,2025-06-21
886,1449,10,419.58,2023-09-14,2024-09-13
887,625,10,510.42,2025-08-25,2026-08-25
888,224,11,338.17,2024-03-31,2025-03-31
889,1843,8,67.18,2026-04-04,2027-04-04
890,2152,9,380.38,2024-04-15,2025-04-15
891,437,5,160.09,2026-06-13,2027-06-13
892,762,10,477.85,2026-02-28,2025-02-28
893,688,10,433.57,2023-05-14,2024-05-13
894,2280,2,319.1,2025-03-23,2026-03-23
895,2808,1,189.06,2025-12-29,2026-12-29
896,2638,8,71.46,2023-07-13,2024-07-12
897,926,9,417.94,2024-08-14,2025-08-14
898,1151,10,501.34,2025-03-30,2026-03-30
899,1231,13,160.11,2026-07-26,2027-07-26
900,2126,13,126.66,2025-11-24,2026-11-24
901,50,5,167.21,2023-02-21,2024-02-21
902,1868,9,511.03,2025-06-29,2026-06-29
903,3135,6,186.94,2026-03-21,2027-03-21
904,2440,4,179.87,2023-03-17,2024-03-16
905,423,1,251.21,2026-03-21,2027-03-21
906,1734,1,255.77,2023-02-18,2024-02-18
907,381,8,64.31,2024-12-31,2025-12-31
908,2425,10,414.17,2024-04-20,2025-04-20
909,2712,13,204.55,2025-04-13,2026-04-13
910,1403,7,90.4,2023-08-12,2024-08-11
911,2785,1,267.82,2025-01-07,2026-01-07
912,6,2,234.52,2026-04-14,2027-04-14
913,1576,10,436.59,2025-03-01,2026-03-01
914,3030,13,113.05,2025-07-23,2026-07-23
915,1862,6,322.01,2025-05-25,2026-05-25
916,634,8,92.17,2023-11-08,2024-11-07
917,804,13,163.65,2025-02-09,2026-02-09
918,2709,6,175.68,2025-09-08,2026-09-08
919,1590,13,189.41,2024-06-18,2025-06-18
920,989,7,106.49,2025-09-13,2026-09-13
921,1600,9,546.6,2025-01-18,2026-01-18
922,2626,2,274.42,2024-10-16,2025-10-16
923,514,3,156.19,2023-10-07,2024-10-06
924,1611,12,173.03,2025-01-29,2026-01-29
925,1611,8,87.23,2026-04-28,2027-04-28
926,2442,9,417.95,2024-08-29,2025-08-29
927,2574,8,75.28,2024-04-17,2025-04-17
928,973,7,75.01,2023-07-22,2024-07-21
929,1619,11,575.81,2023-11-06,2024-11-05
930,517,12,114.86,2026-06-26,2027-06-26
931,1596,1,227.53,2023-06-14,2024-06-13
932,456,1,213.05,2025-05-18,2026-05-18
933,289,13,122.01,2024-06-12,2025-06-12
934,3160,12,106.95,2023-06-29,2024-06-28
935,5,3,268.92,2025-11-14,2026-11-14
936,3129,6,196.44,2025-02-07,2026-02-07
937,2558,3,250.77,2026-02-22,2027-02-22
938,1959,4,156.36,2024-03-22,2025-03-22
939,1081,7,87.45,2025-08-12,2026-08-12
940,1004,10,561.3,2025-05-08,2026-05-08
941,568,4,191.56,2025-12-22,2026-12-22
942,573,2,249.66,2023-06-17,2024-06-16
943,1629,7,64.15,2023-05-10,2024-05-09
944,2570,4,151.4,2025-04-26,2026-04-26
945,477,11,395.73,2025-11-03,2026-11-03
946,2563,12,128.14,2025-08-05,2026-08-05
947,62,4,170.54,2026-03-28,2027-03-28
948,2921,12,105.89,2024-12-04,2025-12-04
949,2186,6,152.79,2025-07-19,2026-07-19
950,717,11,510.27,2026-04-09,2027-04-09
951,2559,13,136.37,2023-12-05,2024-12-04
952,1283,6,157.62,2024-06-10,2025-06-10
953,2801,13,143.75,2024-05-23,2025-05-23
954,3060,11,362.29,2025-06-09,2026-06-09
955,476,2,351.28,2024-03-31,2025-03-31
956,1746,7,129.0,2025-11-30,2026-11-30
957,2302,10,346.03,2024-11-14,2025-11-14
958,1425,12,133.26,2025-03-06,2026-03-06
959,684,11,333.52,2026-06-02,2027-06-02
960,1460,12,125.23,2023-02-02,2024-02-02
961,1092,9,420.87,2023-08-27,2024-08-26
962,2968,10,578.78,2024-03-19,2025-03-19
963,1328,13,104.17,2023-01-14,2024-01-14
964,1309,8,86.69,2024-04-10,2025-04-10
965,2340,6,190.95,2025-09-28,2026-09-28
966,1294,7,86.73,2026-08-10,2027-08-10
967,1044,10,333.05,2023-05-31,2024-05-30
968,2767,5,213.68,2026-07-22,2025-07-22
969,2911,13,117.43,2024-12-28,2025-12-28
970,2675,10,290.53,2023-11-25,2024-11-24
971,2276,7,103.71,2023-03-04,2024-03-03
972,2225,2,185.49,2024-05-25,2025-05-25
973,2082,6,175.26,2026-07-10,2027-07-10
974,2612,12,126.77,2024-04-02,2025-04-02
975,702,1,261.18,2025-12-04,2026-12-04
976,341,6,148.26,2025-05-24,2026-05-24
977,3124,8,66.59,2023-01-06,2024-01-06
978,27,3,244.25,2023-02-16,2024-02-16
979,565,13,134.04,2023-05-23,2024-05-22
980,2935,5,143.72,2025-05-30,2026-05-30
981,858,10,312.89,2026-07-03,2027-07-03
982,1341,8,80.97,2024-02-09,2023-02-09
983,1489,1,218.8,2026-06-20,2027-06-20
984,2203,7,70.89,2023-12-21,2024-12-20
985,196,1,174.37,2025-07-14,2026-07-14
986,986,7,101.67,2025-12-19,2026-12-19
987,2890,6,156.51,2023-10-19,2024-10-18
988,2621,7,129.44,2024-11-08,2025-11-08
989,2353,2,223.73,2023-10-17,2024-10-16
990,2295,3,188.94,2025-05-01,2026-05-01
991,906,2,386.13,2025-05-23,2026-05-23
992,2287,11,736.02,2023-01-19,2024-01-19
993,6,8,75.04,2024-06-01,2025-06-01
994,78,9,460.03,2024-06-24,2025-06-24
995,18,3,312.39,2024-08-17,2025-08-17
996,1357,12,101.59,2023-07-14,2024-07-13
997,1227,6,201.93,2023-12-15,2024-12-14
998,2402,5,154.27,2026-01-04,2025-01-04
999,75,13,126.78,2025-05-01,2026-05-01
1000,2945,4,159.88,2023-11-29,2024-11-28
1001,1526,6,227.35,2023-11-30,2024-11-29
1002,2264,2,218.05,2026-01-27,2027-01-27
1003,1868,11,438.87,2024-12-17,2025-12-17
1004,3032,3,200.86,2024-09-18,2025-09-18
1005,1658,5,140.01,2024-02-11,2025-02-10
1006,192,1,278.29,2024-11-06,2025-11-06
1007,1330,8,71.96,2025-08-06,2026-08-06
1008,2226,12,117.89,2024-03-28,2025-03-28
1009,1824,7,94.19,2023-02-10,2024-02-10
1010,1470,12,107.54,2026-04-29,2027-04-29
1011,2227,9,469.01,2024-09-25,2025-09-25
1012,538,6,204.7,2024-03-26,2025-03-26
1013,2878,8,99.26,2025-01-16,2026-01-16
1014,742,2,207.7,2024-12-23,2025-12-23
1015,1815,8,84.75,2026-05-28,2027-05-28
1016,362,3,222.11,2025-07-08,2026-07-08
1017,2246,4,187.76,2024-11-09,2025-11-09
1018,585,10,400.12,2023-08-02,2024-08-01
1019,1594,3,215.15,2024-12-31,2025-12-31
1020,2337,9,345.45,2023-08-12,2024-08-11
1021,2701,4,112.23,2024-02-25,2025-02-24
1022,2906,13,109.78,2025-11-18,2026-11-18
1023,1879,11,437.32,2023-09-24,2024-09-23
1024,2604,12,89.51,2025-10-12,2026-10-12
1025,434,3,210.66,2026-03-17,2027-03-17
1026,2618,11,405.31,2026-05-02,2027-05-02
1027,431,8,143.04,2024-03-27,2025-03-27
1028,2773,11,431.49,2025-11-29,2026-11-29
1029,597,13,123.97,2026-02-22,2027-02-22
1030,2098,11,588.96,2026-01-23,2027-01-23
1031,1058,6,169.68,2024-05-12,2025-05-12
1032,2329,3,202.21,2024-04-30,2025-04-30
1033,1166,13,169.89,2024-10-02,2025-10-02
1034,2632,8,68.18,2023-03-30,2024-03-29
1035,2382,6,152.86,2025-02-28,2026-02-28
1036,1407,7,64.41,2025-07-14,2026-07-14
1037,2327,3,197.37,2024-06-14,2025-06-14
1038,2375,12,123.09,2025-11-22,2026-11-22
1039,2567,12,124.64,2026-05-26,2027-05-26
1040,2345,10,417.46,2024-10-05,2025-10-05
1041,3098,6,162.19,2025-05-03,2026-05-03
1042,2262,2,177.96,2024-09-25,2025-09-25
1043,894,7,84.55,2024-03-07,2025-03-07
1044,1814,3,271.72,2025-08-11,2026-08-11
1045,385,5,262.48,2026-08-07,2027-08-07
1046,2015,12,140.77,2023-11-17,2024-11-16
1047,809,13,92.99,2024-04-28,2025-04-28
1048,1675,13,135.39,2026-02-09,2027-02-09
1049,3137,3,212.87,2023-06-28,2024-06-27
1050,567,10,321.09,2025-07-28,2026-07-28
1051,2845,7,64.1,2025-07-11,2026-07-11
1052,2434,1,235.96,2023-09-20,2024-09-19
1053,1975,9,520.14,2026-06-08,2027-06-08
1054,137,12,149.19,2024-10-04,2025-10-04
1055,2847,9,792.25,2023-11-01,2024-10-31
1056,1684,2,206.36,2024-02-03,2025-02-02
1057,1267,8,101.79,2025-08-20,2026-08-20
1058,456,4,140.79,2024-05-25,2025-05-25
1059,2446,3,209.63,2023-01-30,2024-01-30
1060,1331,2,193.77,2023-07-31,2024-07-30
1061,692,6,155.12,2026-07-18,2027-07-18
1062,1582,8,82.53,2024-12-23,2025-12-23
1063,18,8,105.78,2024-11-27,2025-11-27
1064,210,5,133.1,2024-11-12,2025-11-12
1065,2047,10,498.72,2026-05-25,2027-05-25
1066,1277,4,180.15,2025-09-26,2026-09-26
1067,786,12,131.88,2025-04-21,2026-04-21
1068,2129,6,149.8,2024-05-15,2025-05-15
1069,1545,5,198.6,2027-02-26,2026-02-26
1070,2809,4,196.14,2025-06-28,2026-06-28
1071,1382,2,166.21,2026-05-25,2027-05-25
1072,2636,9,552.76,2023-05-18,2024-05-17
1073,2778,1,215.88,2024-02-29,2025-02-28
1074,856,8,84.27,2025-07-25,2026-07-25
1075,1949,4,155.84,2023-06-01,2024-05-31
1076,794,6,214.75,2026-04-19,2027-04-19
1077,298,12,142.9,2025-02-12,2026-02-12
1078,2497,4,206.76,2024-11-21,2025-11-21
1079,1968,1,182.13,2025-05-05,2026-05-05
1080,228,12,154.22,2025-11-12,2026-11-12
1081,1898,11,310.68,2025-07-18,2026-07-18
1082,1293,8,110.36,2026-01-13,2027-01-13
1083,1823,6,254.18,2023-05-08,2024-05-07
1084,618,6,179.03,2023-02-22,2024-02-22
1085,686,11,424.17,2024-08-19,2025-08-19
1086,2883,10,394.61,2024-10-25,2025-10-25
1087,1109,10,298.77,2026-03-08,2027-03-08
1088,2837,3,187.37,2024-06-27,2025-06-27
1089,2846,8,98.49,2025-08-02,2026-08-02
1090,2254,11,553.2,2025-10-10,2026-10-10
1091,2197,7,76.85,2026-05-26,2027-05-26
1092,1303,10,397.37,2023-04-19,2024-04-18
1093,354,6,176.11,2026-05-27,2027-05-27
1094,628,13,136.73,2025-12-05,2026-12-05
1095,2453,6,193.03,2023-10-28,2024-10-27
1096,2815,3,416.7,2025-02-12,2026-02-12
1097,1793,1,247.24,2025-10-06,2026-10-06
1098,2114,9,316.98,2025-03-25,2026-03-25
1099,44,4,167.0,2026-08-06,2027-08-06
1100,1252,11,449.68,2026-07-26,2027-07-26
1101,1910,12,158.09,2023-12-23,2024-12-22
1102,1076,6,211.83,2024-05-02,2025-05-02
1103,2754,7,138.93,2023-02-06,2024-02-06
1104,2474,3,282.08,2024-06-19,2025-06-19
1105,2140,9,616.61,2023-08-31,2024-08-30
1106,2836,13,121.39,2023-07-30,2024-07-29
1107,162,10,494.23,2023-04-23,2024-04-22
1108,1169,2,232.28,2025-05-19,2026-05-19
1109,2372,8,102.93,2025-07-16,2026-07-16
1110,2655,8,75.17,2023-04-20,2024-04-19
1111,276,1,270.07,2026-03-14,2027-03-14
1112,210,9,396.91,2025-10-13,2026-10-13
1113,1484,3,216.56,2025-02-01,2026-02-01
1114,1426,8,126.56,2026-07-07,2027-07-07
1115,2797,12,106.13,2023-01-25,2024-01-25
1116,706,13,143.7,2026-07-02,2027-07-02
1117,1939,8,105.56,2024-11-14,2025-11-14
1118,2455,10,323.72,2025-07-13,2026-07-13
1119,1043,5,219.42,2026-06-14,2027-06-14
1120,1057,4,158.77,2025-04-08,2026-04-08
1121,1431,5,166.24,2025-01-20,2026-01-20
1122,769,5,180.25,2026-06-08,2027-06-08
1123,1820,10,339.41,2026-05-30,2027-05-30
